productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extRetreatCost,extAttack2,extResistance
630700,White Flare Tech Sticker Collection,White Flare Tech Sticker Collection,https://tcgplayer-cdn.tcgplayer.com/product/630700_200w.jpg,3,24326,https://cpt.tcgcsv.com/0j37,2025-08-01T04:11:18.387,1,"Scarlet & VioletâWhite Flare<br>
<br>Reunite with the PokÃ©mon of Unova and rise to the top as a Trainer in a land of unity and legends! Evolve first partners Tepig and Oshawott all the way to Emboar and Samurott, and discover the undeniable power of truth with the region's Legendary and Mythical PokÃ©mon, including Reshiram ex and Keldeo ex. As you fill out your PokÃ©dex, keep an eye out for special illustrations of each PokÃ©mon and parallel cards with PokÃ© Ball patterns in the PokÃ©mon TCG: Scarlet & VioletâWhite Flare expansion!<br><br><br>
The PokÃ©mon TCG: Scarlet & VioletâWhite Flare Tech Sticker Collection includes:<br>
<br>â¢ 1 foil promo card featuring Reuniclus or Gothitelle<br>
<br>â¢ 1 tech sticker sheet<br>
<br>â¢ 3 PokÃ©mon TCG: Scarlet & VioletâWhite Flare booster packs<br>
<br>â¢ A code card for PokÃ©mon TCG Live",23.49,29.97,55.0,29.06,,Normal,,,,,,,,,,
642116,Sewaddle,Sewaddle,https://tcgplayer-cdn.tcgplayer.com/product/642116_200w.jpg,3,24326,https://cpt.tcgcsv.com/lS87,2025-07-18T17:53:45.207,1,,0.01,0.15,2.26,0.09,0.09,Reverse Holofoil,001/086,Common,Grass,50,Basic,[G] Bug Bite (20),Rx2,1,,
642116,Sewaddle,Sewaddle,https://tcgplayer-cdn.tcgplayer.com/product/642116_200w.jpg,3,24326,https://cpt.tcgcsv.com/lS87,2025-07-18T17:53:45.207,1,,0.01,0.1,1.39,0.06,0.03,Normal,001/086,Common,Grass,50,Basic,[G] Bug Bite (20),Rx2,1,,
642117,Swadloon,Swadloon,https://tcgplayer-cdn.tcgplayer.com/product/642117_200w.jpg,3,24326,https://cpt.tcgcsv.com/mS87,2025-07-18T17:53:45.677,1,"<strong>Ability: Leaf Heal</strong> Once during your turn, you may heal 20 damage from your Active PokÃ©mon.",0.01,0.1,1.39,0.05,0.05,Normal,002/086,Common,Grass,80,Stage 1,[1G] Bug Buzz (40),Rx2,2,,
642117,Swadloon,Swadloon,https://tcgplayer-cdn.tcgplayer.com/product/642117_200w.jpg,3,24326,https://cpt.tcgcsv.com/mS87,2025-07-18T17:53:45.677,1,"<strong>Ability: Leaf Heal</strong> Once during your turn, you may heal 20 damage from your Active PokÃ©mon.",0.01,0.15,2.44,0.1,0.09,Reverse Holofoil,002/086,Common,Grass,80,Stage 1,[1G] Bug Buzz (40),Rx2,2,,
642118,Leavanny,Leavanny,https://tcgplayer-cdn.tcgplayer.com/product/642118_200w.jpg,3,24326,https://cpt.tcgcsv.com/nS87,2025-07-18T17:53:46.167,1,,0.01,0.1,1.62,0.05,0.04,Normal,003/086,Uncommon,Grass,130,Stage 2,[1] Healing Wrapping<br> Heal 100 damage from each of your Basic PokÃ©mon.,Rx2,1,"[1G] X-Scissor (90+)<br> Flip a coin. If heads, this attack does 40 more damage.",
642118,Leavanny,Leavanny,https://tcgplayer-cdn.tcgplayer.com/product/642118_200w.jpg,3,24326,https://cpt.tcgcsv.com/nS87,2025-07-18T17:53:46.167,1,,0.09,0.2,3.79,0.18,,Reverse Holofoil,003/086,Uncommon,Grass,130,Stage 2,[1] Healing Wrapping<br> Heal 100 damage from each of your Basic PokÃ©mon.,Rx2,1,"[1G] X-Scissor (90+)<br> Flip a coin. If heads, this attack does 40 more damage.",
642119,Cottonee,Cottonee,https://tcgplayer-cdn.tcgplayer.com/product/642119_200w.jpg,3,24326,https://cpt.tcgcsv.com/pS87,2025-07-18T17:53:46.52,1,,0.02,0.15,2.35,0.1,0.1,Reverse Holofoil,004/086,Common,Grass,60,Basic,[G] Absorb (10)<br> Heal 10 damage from this PokÃ©mon.,Rx2,1,,
642119,Cottonee,Cottonee,https://tcgplayer-cdn.tcgplayer.com/product/642119_200w.jpg,3,24326,https://cpt.tcgcsv.com/pS87,2025-07-18T17:53:46.52,1,,0.01,0.1,1.39,0.04,0.03,Normal,004/086,Common,Grass,60,Basic,[G] Absorb (10)<br> Heal 10 damage from this PokÃ©mon.,Rx2,1,,
642120,Whimsicott ex,Whimsicott ex,https://tcgplayer-cdn.tcgplayer.com/product/642120_200w.jpg,3,24326,https://cpt.tcgcsv.com/qS87,2025-10-31T18:39:03.573,1,,0.13,0.6,4.0,0.33,,Holofoil,005/086,Double Rare,Grass,230,Stage 1,"[G] Energy Gift<br> Search your deck for up to 3 Basic Energy cards and attach them to your PokÃ©mon in any way you like. Then, shuffle your deck.",Rx2,0,[G] Wondrous Cotton (50x)<br> Your opponent reveals their hand. This attack does 50 damage for each Trainer card you find there.,
642121,Deerling,Deerling,https://tcgplayer-cdn.tcgplayer.com/product/642121_200w.jpg,3,24326,https://cpt.tcgcsv.com/rS87,2025-07-18T17:53:47.01,1,,0.03,0.14,2.35,0.1,,Reverse Holofoil,006/086,Common,Grass,70,Basic,[2] Rear Kick (30),Rx2,1,,
642121,Deerling,Deerling,https://tcgplayer-cdn.tcgplayer.com/product/642121_200w.jpg,3,24326,https://cpt.tcgcsv.com/rS87,2025-07-18T17:53:47.01,1,,0.01,0.1,1.39,0.05,0.05,Normal,006/086,Common,Grass,70,Basic,[2] Rear Kick (30),Rx2,1,,
642122,Sawsbuck,Sawsbuck,https://tcgplayer-cdn.tcgplayer.com/product/642122_200w.jpg,3,24326,https://cpt.tcgcsv.com/sS87,2025-07-18T17:53:47.393,1,,0.01,0.1,20.0,0.06,0.05,Normal,007/086,Uncommon,Grass,130,Stage 1,[2] Push Down (50)<br> Switch out your opponent's Active PokÃ©mon to the Bench. <em>(Your opponent chooses the new Active PokÃ©mon.)</em>,Rx2,2,[2C] Solar Beam (100),
642122,Sawsbuck,Sawsbuck,https://tcgplayer-cdn.tcgplayer.com/product/642122_200w.jpg,3,24326,https://cpt.tcgcsv.com/sS87,2025-07-18T17:53:47.393,1,,0.05,0.23,2.44,0.21,0.22,Reverse Holofoil,007/086,Uncommon,Grass,130,Stage 1,[2] Push Down (50)<br> Switch out your opponent's Active PokÃ©mon to the Bench. <em>(Your opponent chooses the new Active PokÃ©mon.)</em>,Rx2,2,[2C] Solar Beam (100),
642123,Shelmet,Shelmet,https://tcgplayer-cdn.tcgplayer.com/product/642123_200w.jpg,3,24326,https://cpt.tcgcsv.com/tS87,2025-07-18T17:53:47.787,1,"<strong>Ability: Stimulated Evolution</strong> If you have Karrablast in play, this PokÃ©mon can evolve during your first turn or the turn you play it.",0.02,0.15,2.35,0.11,0.1,Reverse Holofoil,008/086,Common,Grass,60,Basic,[1] Headbutt Bounce (10),Rx2,3,,
642123,Shelmet,Shelmet,https://tcgplayer-cdn.tcgplayer.com/product/642123_200w.jpg,3,24326,https://cpt.tcgcsv.com/tS87,2025-07-18T17:53:47.787,1,"<strong>Ability: Stimulated Evolution</strong> If you have Karrablast in play, this PokÃ©mon can evolve during your first turn or the turn you play it.",0.01,0.1,1.57,0.06,0.03,Normal,008/086,Common,Grass,60,Basic,[1] Headbutt Bounce (10),Rx2,3,,
642124,Accelgor,Accelgor,https://tcgplayer-cdn.tcgplayer.com/product/642124_200w.jpg,3,24326,https://cpt.tcgcsv.com/vS87,2025-07-18T17:53:48.193,1,,0.01,0.1,1.39,0.04,0.02,Normal,009/086,Uncommon,Grass,100,Stage 1,"[G] Acid Spray (50)<br> Flip a coin. If heads, discard an Energy from your opponent's Active PokÃ©mon.",Rx2,1,,
642124,Accelgor,Accelgor,https://tcgplayer-cdn.tcgplayer.com/product/642124_200w.jpg,3,24326,https://cpt.tcgcsv.com/vS87,2025-07-18T17:53:48.193,1,,0.02,0.2,2.44,0.13,,Reverse Holofoil,009/086,Uncommon,Grass,100,Stage 1,"[G] Acid Spray (50)<br> Flip a coin. If heads, discard an Energy from your opponent's Active PokÃ©mon.",Rx2,1,,
642125,Virizion,Virizion,https://tcgplayer-cdn.tcgplayer.com/product/642125_200w.jpg,3,24326,https://cpt.tcgcsv.com/wS87,2025-10-31T18:39:04.317,1,,0.01,0.13,2.26,0.1,0.07,Holofoil,010/086,Rare,Grass,120,Basic,[G] Giga Drain (30)<br> Heal from this PokÃ©mon the same amount of damage you did to your opponent's Active PokÃ©mon.,Rx2,1,"[1GG] Emerald Blade (130)<br> During your next turn, this PokÃ©mon can't attack.",
642125,Virizion,Virizion,https://tcgplayer-cdn.tcgplayer.com/product/642125_200w.jpg,3,24326,https://cpt.tcgcsv.com/wS87,2025-10-31T18:39:04.317,1,,0.04,0.2,3.99,0.16,,Reverse Holofoil,010/086,Rare,Grass,120,Basic,[G] Giga Drain (30)<br> Heal from this PokÃ©mon the same amount of damage you did to your opponent's Active PokÃ©mon.,Rx2,1,"[1GG] Emerald Blade (130)<br> During your next turn, this PokÃ©mon can't attack.",
642126,Tepig,Tepig,https://tcgplayer-cdn.tcgplayer.com/product/642126_200w.jpg,3,24326,https://cpt.tcgcsv.com/xS87,2025-07-18T17:53:49.133,1,,0.01,0.1,1.49,0.05,0.05,Normal,011/086,Common,Fire,70,Basic,[R] Tackle (10),Wx2,1,[RR] Rollout (30),
642126,Tepig,Tepig,https://tcgplayer-cdn.tcgplayer.com/product/642126_200w.jpg,3,24326,https://cpt.tcgcsv.com/xS87,2025-07-18T17:53:49.133,1,,0.02,0.15,2.44,0.13,0.09,Reverse Holofoil,011/086,Common,Fire,70,Basic,[R] Tackle (10),Wx2,1,[RR] Rollout (30),
642127,Pignite,Pignite,https://tcgplayer-cdn.tcgplayer.com/product/642127_200w.jpg,3,24326,https://cpt.tcgcsv.com/zS87,2025-07-18T17:53:49.507,1,,0.03,0.2,2.44,0.1,,Reverse Holofoil,012/086,Common,Fire,110,Stage 1,[R] Combustion (30),Wx2,3,[1RR] Heat Crash (80),
642127,Pignite,Pignite,https://tcgplayer-cdn.tcgplayer.com/product/642127_200w.jpg,3,24326,https://cpt.tcgcsv.com/zS87,2025-07-18T17:53:49.507,1,,0.01,0.1,1.39,0.06,0.06,Normal,012/086,Common,Fire,110,Stage 1,[R] Combustion (30),Wx2,3,[1RR] Heat Crash (80),
642128,Emboar,Emboar,https://tcgplayer-cdn.tcgplayer.com/product/642128_200w.jpg,3,24326,https://cpt.tcgcsv.com/BS87,2025-10-31T18:39:03.68,1,"<strong>Ability: Inferno Fandango</strong> As often as you like during your turn, you may attach a Basic Fire Energy card from your hand to 1 of your PokÃ©mon.",0.1,0.28,3.99,0.24,0.23,Reverse Holofoil,013/086,Rare,Fire,180,Stage 2,[1RRR] Heat Crash (120),Wx2,4,,
642128,Emboar,Emboar,https://tcgplayer-cdn.tcgplayer.com/product/642128_200w.jpg,3,24326,https://cpt.tcgcsv.com/BS87,2025-10-31T18:39:03.68,1,"<strong>Ability: Inferno Fandango</strong> As often as you like during your turn, you may attach a Basic Fire Energy card from your hand to 1 of your PokÃ©mon.",0.01,0.15,2.26,0.12,0.11,Holofoil,013/086,Rare,Fire,180,Stage 2,[1RRR] Heat Crash (120),Wx2,4,,
642129,Pansear,Pansear,https://tcgplayer-cdn.tcgplayer.com/product/642129_200w.jpg,3,24326,https://cpt.tcgcsv.com/CS87,2025-07-18T17:53:50.4,1,,0.01,0.1,1.39,0.04,0.03,Normal,014/086,Common,Fire,70,Basic,[1] Collect<br> Draw a card.,Wx2,1,[2] Scratch (30),
642129,Pansear,Pansear,https://tcgplayer-cdn.tcgplayer.com/product/642129_200w.jpg,3,24326,https://cpt.tcgcsv.com/CS87,2025-07-18T17:53:50.4,1,,0.01,0.15,3.0,0.07,0.07,Reverse Holofoil,014/086,Common,Fire,70,Basic,[1] Collect<br> Draw a card.,Wx2,1,[2] Scratch (30),
642130,Simisear,Simisear,https://tcgplayer-cdn.tcgplayer.com/product/642130_200w.jpg,3,24326,https://cpt.tcgcsv.com/DS87,2025-07-18T17:53:50.887,1,,0.03,0.21,3.34,0.18,,Reverse Holofoil,015/086,Uncommon,Fire,100,Stage 1,[2] Gentle Slap (70),Wx2,1,,
642130,Simisear,Simisear,https://tcgplayer-cdn.tcgplayer.com/product/642130_200w.jpg,3,24326,https://cpt.tcgcsv.com/DS87,2025-07-18T17:53:50.887,1,,0.01,0.1,1.39,0.03,0.02,Normal,015/086,Uncommon,Fire,100,Stage 1,[2] Gentle Slap (70),Wx2,1,,
642131,Heatmor,Heatmor,https://tcgplayer-cdn.tcgplayer.com/product/642131_200w.jpg,3,24326,https://cpt.tcgcsv.com/FS87,2025-07-18T17:53:53.133,1,,0.09,0.2,2.44,0.14,,Reverse Holofoil,019/086,Uncommon,Fire,120,Basic,"[R] Licking Catch<br> Search your deck for up to 3 in any combination of Fire PokÃ©mon and Basic Fire Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.",Wx2,2,[RR] Fire Claws (60),
642131,Heatmor,Heatmor,https://tcgplayer-cdn.tcgplayer.com/product/642131_200w.jpg,3,24326,https://cpt.tcgcsv.com/FS87,2025-07-18T17:53:53.133,1,,0.01,0.1,1.39,0.04,,Normal,019/086,Uncommon,Fire,120,Basic,"[R] Licking Catch<br> Search your deck for up to 3 in any combination of Fire PokÃ©mon and Basic Fire Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.",Wx2,2,[RR] Fire Claws (60),
642132,Reshiram ex,Reshiram ex,https://tcgplayer-cdn.tcgplayer.com/product/642132_200w.jpg,3,24326,https://cpt.tcgcsv.com/GS87,2025-10-31T18:39:03.47,1,,0.2,0.75,6.0,0.5,0.5,Holofoil,020/086,Double Rare,Fire,230,Basic,[2] Slash (50),Wx2,2,[1RR] Blaze Burst (130+)<br> This attack does 50 more damage for each Prize card your opponent has taken. Discard an Energy from this PokÃ©mon.,
642133,Oshawott,Oshawott,https://tcgplayer-cdn.tcgplayer.com/product/642133_200w.jpg,3,24326,https://cpt.tcgcsv.com/HS87,2025-07-18T17:53:53.68,1,,0.01,0.1,2.15,0.07,0.06,Normal,021/086,Common,Water,70,Basic,[W] Tackle (10),Lx2,1,[WW] Water Gun (30),
642133,Oshawott,Oshawott,https://tcgplayer-cdn.tcgplayer.com/product/642133_200w.jpg,3,24326,https://cpt.tcgcsv.com/HS87,2025-07-18T17:53:53.68,1,,0.01,0.15,2.35,0.1,0.09,Reverse Holofoil,021/086,Common,Water,70,Basic,[W] Tackle (10),Lx2,1,[WW] Water Gun (30),
642134,Dewott,Dewott,https://tcgplayer-cdn.tcgplayer.com/product/642134_200w.jpg,3,24326,https://cpt.tcgcsv.com/JS87,2025-07-18T17:53:54.243,1,,0.01,0.1,1.39,0.04,0.04,Normal,022/086,Common,Water,100,Stage 1,[W] Energized Shell (30x)<br> This attack does 30 damage for each Energy attached to this PokÃ©mon.,Lx2,1,,
642134,Dewott,Dewott,https://tcgplayer-cdn.tcgplayer.com/product/642134_200w.jpg,3,24326,https://cpt.tcgcsv.com/JS87,2025-07-18T17:53:54.243,1,,0.01,0.15,2.26,0.09,,Reverse Holofoil,022/086,Common,Water,100,Stage 1,[W] Energized Shell (30x)<br> This attack does 30 damage for each Energy attached to this PokÃ©mon.,Lx2,1,,
642135,Samurott,Samurott,https://tcgplayer-cdn.tcgplayer.com/product/642135_200w.jpg,3,24326,https://cpt.tcgcsv.com/KS87,2025-10-31T18:39:03.743,1,"<strong>Ability: Torrential Whirlpool</strong> Once during your turn, you may switch your Active PokÃ©mon with 1 of your Benched PokÃ©mon. If you do, your opponent switches their Active PokÃ©mon with 1 of their Benched PokÃ©mon.",0.01,0.15,2.44,0.1,0.1,Holofoil,023/086,Rare,Water,160,Stage 2,[W] Energy Slash (30+)<br> This attack does 50 more damage for each Energy attached to this PokÃ©mon.,Lx2,2,,
642135,Samurott,Samurott,https://tcgplayer-cdn.tcgplayer.com/product/642135_200w.jpg,3,24326,https://cpt.tcgcsv.com/KS87,2025-10-31T18:39:03.743,1,"<strong>Ability: Torrential Whirlpool</strong> Once during your turn, you may switch your Active PokÃ©mon with 1 of your Benched PokÃ©mon. If you do, your opponent switches their Active PokÃ©mon with 1 of their Benched PokÃ©mon.",0.04,0.23,4.95,0.19,0.18,Reverse Holofoil,023/086,Rare,Water,160,Stage 2,[W] Energy Slash (30+)<br> This attack does 50 more damage for each Energy attached to this PokÃ©mon.,Lx2,2,,
642136,Basculin,Basculin,https://tcgplayer-cdn.tcgplayer.com/product/642136_200w.jpg,3,24326,https://cpt.tcgcsv.com/LS87,2025-07-18T17:53:55.017,1,,0.01,0.1,1.39,0.04,0.02,Normal,024/086,Common,Water,90,Basic,[1] Bite (10),Lx2,1,"[W] Bared Fangs (50)<br> If your opponent's Active PokÃ©mon has no damage counters on it before this attack does damage, this attack does nothing.",
642136,Basculin,Basculin,https://tcgplayer-cdn.tcgplayer.com/product/642136_200w.jpg,3,24326,https://cpt.tcgcsv.com/LS87,2025-07-18T17:53:55.017,1,,0.01,0.15,2.44,0.08,0.08,Reverse Holofoil,024/086,Common,Water,90,Basic,[1] Bite (10),Lx2,1,"[W] Bared Fangs (50)<br> If your opponent's Active PokÃ©mon has no damage counters on it before this attack does damage, this attack does nothing.",
